age,numberofherpictures,numberoflinesinbio,height,physicalactivity,education,drinking,smoking,wantchildren,havekids,politics,nils,profilenils,bionils,lookingnils,causenils,interestnils,category
19,5,1,157,1,2,4,0,1.5,0.5,1.5,17,1,5,5,3,3,gamer
